latent_1,latent_2,latent_3
1.2515043,-1.8239713,-2.0983758
0.15799,-1.0568079,-1.7645822
0.42400047,-1.0154572,-1.3013501
0.501285,-0.0294635,-0.05158797
0.6231712,0.09581502,0.06353995
1.7161206,0.4836086,1.2093389
1.5476458,0.38155204,1.094951
0.48054644,-0.28805143,-0.41190276
0.40398717,-0.24540165,-0.24763063
0.31246826,-0.22329822,-0.28411505
0.7050428,-0.053842112,0.17016742
0.7840155,-0.18671183,0.24793988
0.76585865,-0.065506205,-0.5533602
0.43969828,-1.4076916,-2.1261828
1.7851758,-1.011253,-1.0942161
0.95530474,-0.033796847,0.22743776
0.5348216,-1.1326631,-1.7287643
0.64275867,-1.1780076,-1.7610254
0.56542104,-1.1110647,-1.6696291
0.5290105,-1.0869174,-1.6286926
0.44383124,0.093498096,0.0036479235
0.6414471,-0.19339135,-0.53691864
0.2051718,-0.0017781109,-0.3825077
0.19740324,-0.579199,-0.88709044
0.6214706,0.05919069,0.13998388
-0.19883794,-0.5067774,-1.614355
0.3567238,-0.26258415,-0.9730092
0.6885394,-0.17642672,-0.8894963
0.7435894,0.04973346,0.1468944
0.8648651,0.26131535,0.6869968
0.93915063,0.30071783,0.72977304
1.3974587,0.54381305,0.9936831
1.2098256,0.24455489,0.64405286
1.3412484,0.092297256,0.8821162
1.378135,0.08979455,0.90967727
1.4019675,0.08396417,0.9294815
0.9107304,0.16981973,0.5392928
0.54533136,-0.371678,-0.16810739
0.3004163,-0.3859402,-0.46303734
0.001911819,-0.31507868,-0.9029583
0.7131603,-0.2959562,-0.5968373
0.9269081,-0.32079917,-0.6888889
0.770361,-0.27769285,-0.5588416
0.78940624,-0.17580496,-0.35895327
0.75817716,-0.09249085,-0.08478582
1.0722089,-0.03612426,0.15102395
0.9405609,-0.0032522157,0.23338962
0.53874564,-0.19440873,-0.23773149
0.5860089,-0.2495961,-0.30382064
0.058846906,-0.3791718,-0.6565125
0.12124269,-0.35506833,-0.6157322
1.663688,0.547615,1.0588149
1.4446388,0.38057148,1.0470328
0.21942933,-0.6050425,-0.7027749
1.5918823,0.3747337,1.1136309
0.8446692,0.27830523,0.42230934
0.34247226,0.043922633,-0.63639843
0.22147119,0.004299253,-0.35272267
1.0422938,0.30873305,0.7348378
0.32417578,-1.0198536,-1.4356073
0.3167386,-0.9839265,-1.3840553
0.29710513,-0.54743135,-0.6300396
0.05138147,-1.275729,-4.1639347
0.70531976,-0.5277062,-1.1490663
1.1358178,-0.48481232,-1.7986927
1.2695471,-0.27251953,0.8379892
1.6995387,0.41411567,0.8045354
2.9029481,-0.36875117,0.886567
0.42095298,-0.044861317,-0.40383044
1.2292962,0.41440362,0.50774586
1.8565484,0.5364569,0.88688374
0.09798217,-0.32805035,-0.8180969
0.28224057,-0.4503802,-0.77264607
0.9875501,0.1705756,0.3994208
1.1543295,0.35665727,0.82031584
0.029038623,-0.61120206,-1.1096776
0.6242982,-0.44453448,-0.5109744
0.6194954,-0.47076845,-0.20626843
1.2937645,0.20390017,0.55394757
0.9983257,0.05253102,0.19187108
0.97920805,-0.18214267,0.6914042
2.6307762,-1.4624759,-1.5235207
0.21717423,-1.3456347,-2.3332636
2.3270895,-1.3481313,-1.7392907
2.914293,-1.2337445,-1.4682038
0.9433769,-0.49485618,-2.033646
0.8145485,-0.59247315,-1.8071206
1.6636245,-2.4634993,-3.0537577
1.0411687,-2.1643598,-4.0573654
0.5343631,-0.50534624,-1.8352349
0.78069437,-1.8332585,-2.5944028
1.2547481,-1.0632398,-0.6785921
1.0858562,-1.2377844,-1.2489842
2.2932098,-1.2743906,-1.8090324
1.6827693,-2.058294,-2.354323
0.417295,-1.5501428,-2.7594464
1.1659241,-2.1942642,-3.0887852
0.47396997,-1.176064,-1.5871974
0.36126027,-0.6729561,-1.075079
0.24733546,-0.44093007,-0.6031182
1.1312973,0.04741785,0.39360952
0.14366841,-0.6088443,-0.8174858
0.6778956,-0.07728334,-0.16582245
