train_loss,val_loss,num_loss,cat_loss,kl_loss,beta_values,learning_rates,grad_norms,epoch
3.816262054499277,0.09399659294267435,3.7646940118004117,0.050922960249283986,644.9868603172443,1.0000000000000004e-06,0.001,7.618763669734228,1
0.7668385412551993,0.0792715051383635,0.7409944665600535,0.02583631987855928,5.930900106055191,1.3070900548673252e-06,0.001,18.510502252704672,2
0.11384712034323148,0.06905325246635766,0.09045169634309642,0.023372203891940745,13.591004752291235,1.7084844115330663e-06,0.001,4.523411796886953,3
0.0763990959010223,0.06540781449867289,0.05337602770721289,0.023020948159437397,0.9493438653688057,2.2331429832107206e-06,0.001,3.646303510226418,4
0.2853758709815074,0.06472001246934589,0.2625556343439411,0.02281446278725662,1.9763404839395269,2.9189189844514816e-06,0.001,3.4928501601296795,5
0.06987125760708944,0.06334891500787874,0.04728045891654095,0.022589615361658207,0.3101366475505763,3.815289975539963e-06,0.001,5.556066460323647,6
0.0675192435544842,0.062313722871645855,0.04515940633379413,0.022358180415073047,0.3322526202124311,4.986927583463283e-06,0.001,4.56397209480182,7
0.9136792224150825,0.06200795265691882,0.8914246635277001,0.02222458073646761,4.599295709983902,6.518363448688397e-06,0.001,5.3126386481250085,8
0.06964393362416021,0.061512065540253846,0.04753530074678894,0.022104806544947786,0.4490864324899831,8.520088037791265e-06,0.001,5.096428570363943,9
0.07143760884004116,0.0611015267693005,0.04942071721993777,0.022012633507186626,0.38236848895568,1.113652234079102e-05,0.001,5.365334281598513,10
0.06551390368665902,0.060716898028824316,0.04360438587889067,0.021903837081735062,0.39024364185051513,1.455643759745572e-05,0.001,6.93645627267123,11
0.06519075776970258,0.06053021395870995,0.04333489684735132,0.02184776276107398,0.42562905413462,1.9026574817931186e-05,0.001,4.8125360069926115,12
0.06529621092609625,0.06029038848202516,0.04345326863673356,0.021832203678480114,0.4318047177175158,2.486944672270693e-05,0.001,7.7934409447555515,13
0.06431783683631814,0.0602533317915524,0.04256355630483942,0.021740991874661962,0.408802509920804,3.250660648130301e-05,0.001,9.23735417353422,14
0.06399361381774218,0.059776745439543526,0.0422674531454679,0.021708403055629648,0.4179378722266367,4.2489062049196875e-05,0.001,4.675187053261356,15
0.06390079455019412,0.05970851892859803,0.04217983301917736,0.021697095456493377,0.4297379155476544,5.55370304451458e-05,0.001,7.963552666189648,16
0.06356376565320242,0.05932107871563323,0.04184459595262683,0.02168832358516494,0.4249274155752877,7.25919001717139e-05,0.001,6.482178399443257,17
0.06321924816644571,0.05921345188926106,0.04153651162386183,0.021641382938700986,0.43583149014539135,9.488415077836888e-05,0.001,7.226093897235903,18
0.08078321049097972,0.059078256769471066,0.059041224396379606,0.021684464589347724,0.4638018965858236,0.00012402212984693746,0.001,5.886663726290022,19
0.06262604397699179,0.058602913265169775,0.04093191277590188,0.0216182836447383,0.4678831477907528,0.00016210809250639594,0.001,9.676183854953852,20
0.06263369663108538,0.05850494073526794,0.04099702458177016,0.021538079420736257,0.4653020710411009,0.00021188987552862238,0.001,8.113945725614425,21
0.062302366380635826,0.05767687197607303,0.040730777172958095,0.021444438589529775,0.4590955930007471,0.0002769591490305376,0.001,15.19612331085388,22
0.06308137912688735,0.0564337445148466,0.04158889812639558,0.021330852484672418,0.4464745670049597,0.00036201054930233296,0.001,13.369823688197663,23
0.062146342451538064,0.05590524162472789,0.04064163178715604,0.021292755504482813,0.4479374200891336,0.00047318038875013627,0.001,5.130469540960787,24
0.06034115869885,0.05474569159639714,0.038852877624732295,0.02123002756180413,0.41755553655183714,0.0006184893802935576,0.001,17.591699739258075,25
