latent_1,latent_2
9.176249,-12.276655
2.6228287,-4.268921
2.3220496,-4.104824
1.3092947,-3.983508
1.4336939,-4.3836756
0.98529726,-5.8419433
0.60116976,-7.022032
1.7738853,-5.0093737
1.2356126,-4.5205135
1.2798891,-5.4066997
1.1300871,-5.7408285
1.0648761,-4.1263366
3.3169518,-7.705473
3.1155922,-4.6959934
6.6718554,-14.194538
0.4760837,-9.369004
1.3410497,-3.926137
1.2641447,-4.0283647
1.2369831,-4.1262693
1.1908472,-3.8116856
1.0758305,-6.844109
1.464956,-5.907731
1.3273187,-7.401945
1.9214649,-4.3963475
1.3868737,-3.8016
1.9412191,-4.617515
1.6859393,-5.226609
1.9896376,-5.8040633
1.3026094,-4.8516912
1.2093809,-3.6866026
1.2145016,-4.2837453
1.1573353,-6.3191686
1.3306084,-4.2247243
1.2055652,-4.7897615
1.2135212,-4.881049
1.224267,-4.920661
1.2646387,-4.520831
1.8731055,-4.906429
1.3564713,-4.7152452
1.263243,-5.7297134
1.2185922,-6.024818
1.39377,-5.5718913
1.218076,-6.031597
1.0281782,-6.620932
0.72928745,-7.692788
0.69432575,-8.084083
0.55274314,-8.478706
0.83032817,-6.7064514
0.95503944,-6.2407274
0.9142218,-6.16239
0.9387048,-6.154125
1.0714273,-8.20071
0.6989768,-7.500099
1.6476021,-4.309856
1.1701322,-5.5414367
1.3536592,-5.0273504
1.7317274,-5.0800695
1.3954954,-5.277392
0.83458906,-7.9162655
2.210638,-2.7118163
2.5681503,-5.738819
2.0511193,-3.8306437
16.010233,-66.77204
7.958134,-28.42639
15.422862,-64.43709
2.7470121,-5.7162538
2.4453516,-8.561485
2.2200446,-6.670107
1.882225,-3.4502578
1.9168873,-4.1821265
1.9622724,-4.5042467
1.6825349,-3.4690099
1.3617611,-3.112855
1.3279476,-3.9561915
1.3188877,-5.1348853
1.6373894,-3.6153316
1.4603634,-3.9806018
1.5402608,-4.985483
1.4921973,-4.935664
1.5561886,-5.2519755
1.8858874,-3.5548859
2.9261968,-4.008133
2.5231748,-2.950323
3.0439627,-4.9706926
2.9358988,-4.824259
7.8095527,-20.122355
3.7896962,-5.119787
7.6598783,-12.851986
8.492797,-10.384118
5.556951,-18.844402
5.9333944,-8.479704
6.0430813,-8.027868
2.503261,-6.6657033
2.8084073,-7.2177453
3.8803964,-6.963011
3.0903833,-5.8925304
4.6740127,-6.036392
3.3754373,-9.166217
4.2102127,-11.968533
1.4775543,-7.216872
1.4027772,-6.87666
1.575167,-6.393368
1.4675417,-7.331415
1.0287361,-10.548202
1.9567978,-6.3440485
3.6484542,-7.436481
4.7869983,-6.7813053
1.8828044,-9.19218
1.4812622,-8.892263
1.5144935,-8.361675
1.4869831,-7.947035
1.4370563,-6.9867415
1.4777527,-8.335674
4.1080823,-10.92631
6.4434986,-7.094396
7.734655,0.4907393
4.758575,-6.773738
0.84139746,-10.469407
0.73879594,-10.090746
0.79858,-9.974942
0.8000155,-10.466426
3.0369165,-5.4413147
2.0026584,-3.4376068
1.381047,-4.90791
9.919002,8.808182
5.0443873,10.311062
2.8828087,-3.7641873
4.615759,-4.710867
3.6906056,-4.4870396
5.8570976,-10.829723
1.9232275,-4.4816995
1.2293684,-5.6471796
1.856786,-4.9165397
1.3270364,-5.5229096
0.9898686,-7.0464654
3.3106465,-6.034107
2.3533955,-5.43921
1.6807034,-4.616984
1.3151088,-4.766644
1.3351347,-3.3858788
1.8838403,-4.866923
2.1121707,-5.113578
3.0549147,-3.3961945
2.6847908,-3.5289993
6.536831,-8.70837
5.494225,-3.3419976
10.364598,0.5606603
14.261078,-2.0991611
10.435584,-19.740358
7.788361,-21.505909
7.668815,-23.051435
5.019766,-4.656322
3.3720117,-3.3885481
3.0812564,-3.257542
3.4048595,-2.1770573
3.4325514,-2.5014055
12.08518,-33.388153
2.6722162,-1.2545128
1.187243,-3.5001817
1.0238705,-5.5763526
0.8528878,-5.7014804
0.7300207,-6.3435235
0.7794134,-5.680583
1.4226408,-3.0582335
1.864094,-3.3780146
1.5617223,-2.6484466
1.6437762,-2.225992
1.6530066,-2.2869358
1.696465,-3.0741324
1.6915591,-3.637135
1.795758,-3.7604465
1.931891,-3.908772
1.9024742,-3.945713
1.9088588,-4.4191856
1.4457157,-2.037127
1.3558555,-2.2283268
0.036428034,-9.242237
1.6118658,-3.9941554
1.5175793,-3.941183
1.4748833,-3.859346
1.31109,-3.521205
1.5469198,-3.6418023
1.65908,-3.1976433
1.7265396,-2.9314203
1.3093319,-4.8459854
1.3710558,-3.4991508
1.3984015,-3.9261608
1.6525414,-2.6241736
1.4448912,-3.975665
2.7690032,-4.323678
2.4700768,-3.6134515
2.4171906,-2.6047099
2.711076,-4.3645544
4.1128073,-4.479378
4.393782,-8.699835
2.1045463,-3.8889499
1.8790283,-3.9666934
1.6805892,-0.68114835
1.7280507,-0.43670672
1.7415085,0.17663762
1.460571,-4.704683
1.7832336,-5.8763375
1.3803892,-8.45653
2.1390371,-8.520203
1.5424476,-4.6095214
1.0510333,-5.0190616
0.7449419,-6.889665
0.5534213,-7.825756
1.1226296,-3.1175153
1.012079,-6.329834
0.76385313,-7.8002253
0.5274728,-8.650929
1.6418648,-5.890634
0.75067896,-7.1449265
0.41098815,-7.500201
1.1061928,-5.5593643
0.4064266,-8.436082
1.2298999,-4.596146
1.2170136,-4.466946
1.21774,-4.4996624
1.170759,-3.8567848
1.2011235,-4.2149034
1.2030382,-4.1024513
1.5432842,-5.0096135
1.3087988,-4.90369
0.87238234,-6.434579
1.43049,-3.556172
1.6414135,-4.2992196
1.4640677,-3.097663
1.5190532,-4.541362
2.5733364,-4.4795837
1.8957145,-2.6519334
1.2164495,-4.322247
1.9147959,-7.3805456
1.2967644,-6.767974
0.9728076,-6.911154
1.312582,-5.275692
1.4517624,-5.5497475
9.259355,-30.671032
8.538015,3.909733
3.4503527,-4.865986
2.7804914,-4.969908
2.5601652,-4.212503
3.0393858,-3.8353505
3.3374443,-4.6659746
3.7021766,-5.080517
2.8849466,-4.3365965
2.3471973,-4.1661053
2.7611094,-4.2098513
2.8067243,-4.5341325
2.6419096,-3.5813441
2.628667,-3.6327128
2.5896883,-3.6004457
3.1074052,-3.9151545
2.9524846,-3.9699554
2.9777284,-3.811895
4.499527,-2.1783166
6.936237,-14.94365
9.796847,-8.787083
2.4851832,-3.1474094
1.3013105,-3.6398315
5.7178936,-2.5576148
16.73598,-11.404303
10.57576,-9.786867
5.906438,-4.203227
5.7623153,-5.1167307
5.9755325,-5.4594183
4.6724277,-3.3665082
11.526972,-33.97147
2.347945,-5.681783
3.3159127,-2.8965538
3.8126893,-9.823035
3.2958965,-2.2627032
3.3314638,-2.7818131
3.0940225,-2.7101927
2.8408685,-3.0972514
2.8937733,-2.885008
3.1557183,-3.0811563
3.9747458,-4.551807
3.2726746,-3.2793515
2.00813,-4.458368
3.0116713,-3.5055985
2.059045,-4.0920877
1.7457075,-3.8720303
2.4817188,-10.248991
3.9875236,-3.9972196
3.6960297,-4.2439775
2.92031,-3.765357
2.3595154,-4.26563
2.5549846,-4.243858
2.4581802,-3.845625
2.4757197,-4.665414
