latent_1,latent_2
7.3132815,-0.6540349
4.9948163,0.86203426
3.4934561,-0.2764519
2.5612257,-0.39279985
2.735327,-0.41256076
2.5103457,-1.1276989
2.6617367,-1.6202824
3.2196724,-0.5543801
2.6767774,-1.1934083
2.5967443,-2.3359036
2.419123,-2.544064
2.4805875,-2.021916
4.8300753,1.2691674
5.7599416,1.3137355
5.3073945,-1.086025
1.5816128,-2.240847
1.5350453,-0.7329485
1.4194236,-1.0408765
1.4160123,-1.1330023
1.4684303,-1.0410256
1.5028654,-1.6081374
1.8651496,-0.74212235
1.3164793,-1.3675234
4.0915246,0.37115604
2.9415605,-1.2721229
1.6800281,-0.34876972
1.4024835,-0.79669183
1.7571343,-0.6908304
2.6013472,-0.84240943
2.3809104,-1.2567437
2.2298903,-1.5850198
2.582588,-1.6785414
2.6980486,-1.3645535
2.379311,-2.2320826
2.388057,-2.2751102
2.398343,-2.3132663
2.5971997,-1.7380481
3.5203874,-0.8359378
2.9675763,-1.2218487
1.4831781,-1.3598244
1.5320221,-1.5112042
1.5996633,-1.1652822
1.6031657,-1.3522162
1.581714,-1.5677414
1.6454633,-1.7798946
1.6578063,-1.9661226
1.6813622,-1.9663615
1.6573824,-1.8051188
1.5790509,-1.992419
1.5533211,-1.8780298
1.5223973,-1.9837148
1.7367609,-1.2052693
2.9403791,-1.7738185
3.473993,-0.4901268
2.6020863,-1.2933629
2.628483,-1.0019386
1.6661717,-0.707171
1.4148724,-1.0810592
1.5825713,-1.9178708
4.701441,0.31118387
4.749335,1.1895881
3.227409,-0.33904248
6.5126514,-5.5942035
4.714229,-1.8864744
6.5609007,-4.154745
4.8193245,-0.8807085
3.3427763,-1.51648
3.2058828,-0.7241996
4.4019346,0.7998113
4.6668916,0.731121
5.239969,1.0531664
3.0636182,-0.7791776
2.6869938,-1.7296412
2.585942,-1.59744
2.282319,-1.4711843
2.951031,-0.9727879
2.913081,-1.816505
1.262943,-0.29328626
2.8160713,-1.5705926
2.7563484,-1.4489219
3.942968,-1.0624073
3.0440702,-0.8448581
5.066953,-0.4790699
2.987419,-0.955764
2.9151187,-1.0445311
3.6379733,-1.2973053
3.2116342,0.5337724
7.170947,-1.4536273
7.9344916,-1.8463295
3.183978,-1.6856356
7.6323323,0.6368777
9.061583,-0.762229
5.7806683,0.021600902
2.417017,-1.9608707
6.474275,-0.30142957
4.750064,-1.6850429
7.1218047,-0.14818293
3.9723017,-1.2034864
3.5697052,-1.1334
3.106941,-2.6763914
2.7904801,-2.2573733
3.368778,-2.1934965
3.184541,-2.9257421
2.4855783,-2.3092742
2.193359,-1.4146903
2.887815,-1.4215274
3.0576046,-1.0425587
1.7238377,-2.1659236
1.9979534,-2.7487757
1.7300353,-2.5896788
1.6391801,-2.286562
1.7007217,-2.0183473
1.6902094,-2.2908547
3.4281957,-1.644485
7.273846,-1.5984719
5.324491,-1.1171763
3.6303146,-2.108977
1.8514231,-2.5649648
2.0338502,-2.0315065
1.9629676,-2.354841
1.7248858,-2.211553
3.9834344,-0.12860495
3.398753,0.02947694
2.114927,-0.8503698
4.4224706,-4.6076984
2.703283,-7.3334446
2.8082259,-0.3784129
5.630902,1.3590283
2.7761352,-0.44569555
6.3011956,1.6179776
1.7076613,-0.39942843
1.3775178,-1.3408701
1.7032933,-0.6373104
1.2922016,-1.4133031
1.3514252,-1.6710811
2.7097735,-0.32967538
2.3290157,-0.34185606
1.5962728,-0.6451865
1.3959035,-1.2393348
1.5608647,-0.46673518
1.7677025,-0.47623175
2.9304256,-0.6767579
5.6551576,1.0888028
4.8552823,0.45117337
7.8509927,2.0743473
6.238089,0.1407612
8.312536,0.11076158
9.146745,-1.0907564
8.892266,-2.5160923
7.744638,-2.2502117
7.5482783,-2.3378677
4.4102244,-0.32327443
2.767086,-0.39054316
2.5915225,-0.28364462
4.7893677,0.69751865
4.6250563,0.6221617
7.0356636,-3.1113424
4.2158594,0.8484704
2.84631,0.36201483
1.5770928,-0.95656747
1.5794703,-1.1299796
1.5984602,-1.319305
1.5345318,-1.1858313
2.5790298,-0.21594876
3.9226267,1.3012869
3.042278,-0.21630245
4.2974715,1.7888358
4.284521,1.6668613
3.0635018,-0.18710381
2.525942,0.26345378
2.5601017,0.22328949
4.6586876,1.854892
4.4847846,1.6944971
3.273026,-0.18538028
2.8044193,0.28825277
2.6762831,-0.27527207
2.1867177,-0.647811
2.8320487,0.27694947
2.9692419,0.10424787
2.8578722,-0.0055592656
2.8332832,-0.27839178
2.9093072,0.059319198
2.9167378,-0.14358217
