latent_1,latent_2,latent_3
-0.36988255,-1.5409322,0.08144425
-0.09191995,-0.57760054,0.0068025463
0.043128632,-0.5331505,-0.035064355
0.015317801,0.3960119,-0.015262555
-0.021742383,0.12145835,0.0077875233
0.03328631,0.5042498,-0.027784016
0.031049991,0.68663317,0.0015955702
0.057404548,-0.047130883,-0.029536659
0.032551777,0.5641547,-0.018134112
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.17137921,-0.7652152,0.026133044
-0.15787198,-0.86269385,0.023463892
-0.08775186,-1.0276754,-0.027487967
0.031049991,0.68663317,0.0015955702
0.03360898,0.47793424,-0.032023102
0.032408938,0.57580405,-0.016257558
0.031409003,0.6573538,-0.0031209495
0.031049991,0.68663317,0.0015955702
0.03227122,0.58703566,-0.014448294
0.0020764917,0.34805778,-0.011474384
0.15041238,0.44341987,-0.046183404
-0.060377218,-0.170214,0.0013908581
0.049207315,0.45762092,-0.032759733
-0.092445664,-0.20746994,0.031966526
-0.058703937,-0.11058247,-0.00041333167
-0.105065756,-0.31469363,0.028390544
0.033820134,0.46071374,-0.034797102
0.03236957,0.57901484,-0.015740339
0.031049991,0.68663317,0.0015955702
0.16390641,0.6596208,-0.028187113
0.04151243,0.4542194,-0.03630122
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.031233598,0.67165905,-0.0008165606
-0.09811231,-0.107209146,-0.009164974
0.04314595,0.34135577,-0.04339383
0.03159872,0.6418813,-0.0056133727
0.031617407,0.64035743,-0.005858844
0.068073735,0.38192666,-0.041701395
0.032684263,0.55334985,-0.019874638
0.031550292,0.6458309,-0.0049771345
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.031049991,0.68663317,0.0015955702
0.16894078,0.32672656,-0.016197745
0.031049991,0.68663317,0.0015955702
-0.063485526,0.031550527,0.011625985
0.03234611,0.580928,-0.015432145
-0.034102365,0.26202527,0.0033730203
-0.08121804,-0.18651885,0.05155504
0.03593772,0.2295135,-0.0018226863
0.031049991,0.68663317,0.0015955702
-0.17397745,-0.50379163,0.05811223
-0.09449638,-0.48623055,0.014692981
-0.16896556,-0.31533855,0.04844201
2.7703369,-1.672863,-0.59268296
0.65969557,-0.5726554,-0.30138445
2.0801163,-1.4377718,-0.55134314
-0.2281549,-0.6660363,0.04085502
0.44978875,-0.19522065,-0.12540813
-0.07706387,-0.30770493,-0.06709169
-0.09164449,-0.23262411,0.02138018
-0.09815691,-0.29480964,0.026328633
-0.09071935,-0.47630078,0.039449967
-0.057340153,-0.13801086,-0.016107032
0.04102178,0.35069522,-0.051552836
0.04515122,0.51733655,-0.023689408
0.031049991,0.68663317,0.0015955702
0.0528861,0.120717466,-0.052418545
0.052970186,0.18820608,-0.076083064
0.07250845,-0.032182693,-0.030686172
0.018128995,0.25475296,-0.027947308
0.0676922,0.29779124,-0.04755454
-0.2314516,-0.34544355,0.059402384
-0.20420964,-0.78308827,0.07055521
-0.16507709,-0.714562,0.064427085
-0.16338784,-0.73193413,0.039302256
-0.20270345,-0.71524924,0.04990375
0.21449965,-1.0472026,-0.08091005
-0.18179102,-0.8232232,0.083813205
0.041534297,-1.5737016,0.0028682337
-0.37313497,-1.6922047,0.14005247
0.0889047,-0.5666531,-0.073794805
-0.16127053,-1.2001197,0.09864515
-0.39878842,-1.2114546,0.15756129
-0.18461533,-0.4623106,0.062315006
-0.23114222,-0.57337254,0.046039093
-0.17720276,-1.0002537,0.04078009
-0.25651103,-0.7734538,0.12491622
-0.26107702,-1.296047,0.08941818
0.018025557,-0.6095566,0.003212283
0.09167271,-0.6004279,-0.05496019
0.032202262,0.5926595,-0.013542371
0.031847473,0.62159437,-0.0088813305
-0.019608455,0.23469803,-0.010167714
0.034331504,0.41900882,-0.041515216
0.031411506,0.6571498,-0.003153815
