latent_1,latent_2,latent_3
-2.1879976,1.2319025,-0.8216127
-0.90564287,0.6126226,0.5783709
-0.70413226,0.5561999,0.6701044
0.033807814,0.4421016,0.3719061
-0.08875656,0.5970484,0.405908
0.30984,0.68341625,0.16731471
0.46341568,0.6711142,0.22335172
-0.2712241,0.75874746,0.5428022
0.24300107,0.6802304,0.23288167
0.75740457,1.092676,-0.11992574
0.7453241,1.1677324,-0.19803321
0.88425595,0.8484684,-0.2596439
-0.82668364,1.1063355,0.2701683
-1.2160281,0.75517,0.4568197
-1.6166103,1.1453131,-0.6132072
0.6996058,1.0498861,-0.31714642
-0.0062393546,0.55767953,0.2086981
0.06565994,0.5367898,0.16926801
0.13406694,0.5564779,0.14679396
0.19080043,0.50281286,0.08359915
0.37014845,1.0512811,-0.29183304
-0.052879035,0.98270214,0.19601816
0.051976085,1.0635542,-0.24828136
-0.43265355,0.66294014,0.55982125
-0.033801317,0.72664773,0.48438728
-0.46755868,0.69956326,0.22799951
-0.2584911,0.75693107,0.20449197
-0.457515,0.81680715,0.16488773
0.09519684,0.53516436,0.36229658
0.191232,0.58599496,0.46868253
0.36747837,0.6386825,0.39623702
0.39158744,1.0518724,0.2864129
0.10345775,0.75856936,0.4775632
0.4969268,0.84647024,0.34017193
0.50033504,0.8705143,0.3327155
0.5009158,0.87985957,0.32884502
0.31836772,0.8490788,0.4042592
-0.3835156,0.7918389,0.28978193
7.534027e-05,0.71008456,0.52702886
0.1972295,0.87019813,0.113345206
0.21743065,0.85145676,0.17943102
0.023890138,0.883185,0.32977265
0.18123132,0.9103447,0.21870977
0.30418557,0.91677105,0.12216365
0.5364698,0.9882742,-0.064735174
0.63041544,0.97975624,-0.14822996
0.68717194,1.041735,-0.23837435
0.7005688,0.98694646,-0.2682339
0.7582589,0.9184383,-0.33465207
0.72327006,0.8728615,-0.32557273
0.75625056,0.8557819,-0.35340655
0.1403194,1.3448273,-0.16549003
0.37841183,0.89120924,0.28657103
-0.23716217,0.7417339,0.48440266
0.26947182,0.8058959,0.16482317
0.049178213,0.74314475,0.34402287
-0.29064405,0.9225539,0.20721233
0.050363183,1.0048572,-0.012635946
0.5552967,1.1364652,-0.44960654
-0.833516,0.64105916,0.5111833
-0.77298474,0.78022456,0.37217838
-0.5633996,0.65312886,0.3900438
-1.1565502,5.020117,-3.1745992
-0.7701714,2.1543856,-0.9633354
-0.7873019,5.8217864,-2.7188225
-0.9168625,1.0815624,0.12365633
-0.41037214,1.283995,0.46072698
-0.53582215,0.9431926,-0.16849613
-0.47359014,0.86311066,0.6306084
-0.4554019,1.0593902,0.6473907
-0.49196708,1.2049676,0.6407996
-0.33155942,0.69452906,0.62196887
-0.08572346,0.7871616,0.55948913
0.06893754,0.82662475,0.49394011
0.3326065,0.9896563,0.36446
-0.23657405,0.8474797,0.54044497
-0.08191246,1.1060222,0.50760573
-0.09940827,0.9258846,0.37884384
-0.014232218,1.0924853,0.48679733
-0.022014618,1.1937846,0.48173058
-0.48277777,0.90572107,0.277048
-1.2527504,1.0212978,0.35374874
-1.0575403,0.78117347,0.70073676
-1.2043655,1.0177091,0.37237066
-1.1620781,0.9883393,0.4389462
-1.3708701,1.43193,-0.5120523
-1.2418628,0.76191366,0.22000897
-1.9241602,1.8608936,0.35826552
-2.2537484,2.0607414,-0.031075835
-0.80783606,2.0565114,-0.5190314
-1.6258782,1.6286129,0.2761178
-1.673918,2.0026145,0.053242326
-0.70406085,1.4758488,0.5674382
-0.892941,1.4762126,0.3060702
-1.378623,1.449011,0.5499784
-1.0650413,1.7298301,0.124515474
-1.683667,1.5050889,0.48767662
-0.8902116,1.4462508,0.22057998
-0.6477539,1.55748,-0.060573936
0.20042318,1.6120425,0.3527307
0.28828168,1.4076213,0.2363944
-0.033096433,1.3452297,0.43218303
0.23257393,1.8202628,0.250014
0.29940492,1.6269628,0.075012445
-0.37529427,1.2282411,0.16463006
-1.1352639,1.3541614,0.18946046
-0.84980917,0.9856862,-0.27915132
-0.1793387,1.738778,0.030297041
0.5592079,1.9084898,-0.38124573
0.4123358,1.7111293,-0.20675838
0.23806179,1.6340133,-0.11474168
0.13502926,1.3891579,-0.022591472
0.24857754,1.624863,-0.13664019
-1.0186274,2.0367675,-0.06608713
-1.487033,1.8913504,-0.48854887
-1.7930946,1.5027701,0.095271885
-1.518837,1.4195844,0.19876504
0.5523101,1.6179847,-0.39397836
0.41971636,1.5235263,0.044435143
0.49868914,1.4498507,-0.016026258
0.49370697,1.7528704,-0.4111153
-1.0640041,0.6075047,0.5546757
-0.5710759,0.514408,0.51601255
0.045811832,0.6439612,0.47459966
4.082489,-2.4975152,-5.9185185
4.951268,-3.343133,-6.529329
-1.1938808,0.601544,0.38615674
-1.505168,0.5951098,0.44213438
-1.2344368,0.7770449,0.30148834
-1.4453378,0.8777052,0.21647578
-0.4716382,0.6150452,0.2556072
0.17686927,0.82865155,-0.14038992
-0.40491325,0.6959704,0.26202512
0.14472812,0.8958682,-0.097376466
0.33109924,0.95578825,-0.26418984
-1.1414421,0.8724798,0.348248
-0.7058283,0.8826536,0.38901514
-0.2648641,0.69024885,0.35094422
0.039034188,0.60699177,0.28797
-0.022449583,0.38095403,0.2039237
-0.3892107,0.7399291,0.40954578
-0.57664907,0.45890403,0.47764498
-1.3225555,0.67559314,0.5638638
-1.1233953,0.6560024,0.78626883
-1.7790469,0.82457125,-0.10519886
-2.0380235,0.5194497,0.67186815
-2.222631,0.523736,-0.7176467
