latent_1,latent_2
8.677608,-5.1214886
7.4651084,-0.77337444
5.426649,-0.22968622
2.518385,1.1723275
2.2850192,1.0295072
2.1313922,1.67275
2.3200564,2.0517526
3.2949748,0.8970223
2.8202338,1.2686505
3.0316238,1.5189643
3.1129556,1.7871487
3.293344,1.9325528
5.319478,-0.37807614
9.03819,-1.452924
5.272919,-3.654034
2.1464481,2.027867
2.9955783,1.1183729
3.1031795,1.3139806
2.9995286,1.440285
3.083758,1.5063906
1.8847153,1.4611647
1.8926045,1.2385433
1.4503353,1.2127037
4.4471793,0.3053816
2.2125692,0.9072439
3.4262867,0.32986552
2.604422,0.60189396
3.1595027,0.3791504
2.2207508,1.2919128
2.5056934,1.1932724
2.4823205,1.3397393
1.7255077,2.031121
2.2754347,1.308322
2.4387956,2.0935276
2.4451342,2.095134
2.452828,2.0953653
2.2611678,1.595403
2.7386959,0.49345827
2.3417177,1.2299781
1.9729123,1.4301546
2.0300248,1.4676435
2.0352542,1.3258522
1.9931024,1.4589474
2.0919266,1.5968573
2.1644976,1.8514524
2.1827142,1.8877537
2.1799753,1.9913232
2.3619058,1.8898413
2.4531977,1.8497646
2.445706,1.8698459
2.4912658,1.8703277
1.4797634,1.2902608
1.9881678,1.8319986
2.7929797,0.62813085
1.8892798,1.4656537
1.8871334,1.1254714
2.6427858,0.55969113
1.7580105,1.1231494
1.8767176,1.6350853
6.798338,-0.70330966
5.5778112,-0.38380957
4.0299163,0.040825605
-1.2609652,-1.7441657
-0.06900421,-1.36761
-2.0489028,-0.8001273
3.6558845,-1.1222098
2.8500445,0.5416313
1.8639126,-0.2812479
4.3858166,0.13334641
4.3558016,0.2029145
4.8029866,0.21910536
3.3221889,0.46616167
2.7542944,0.7951129
2.2125692,0.9072439
2.0005307,1.178586
3.1551347,0.5628178
2.4795356,0.76222247
2.3794856,0.6680937
2.2307765,0.8907693
2.345909,0.7992857
3.3782575,0.20445895
8.81381,-1.4351091
8.661668,-1.2113974
8.610566,-1.3174195
8.460341,-1.2531126
4.1028852,-2.337241
8.555656,-1.2860656
10.508774,-3.3219872
12.403283,-4.205803
1.491124,-0.87569565
9.866221,-2.4368043
7.3571215,-3.3687994
4.975223,-0.106551826
5.957966,-0.44402704
9.434308,-1.7745814
7.4668794,-1.007457
11.506639,-2.4960616
5.4469695,-0.49936318
1.0644231,-0.86929226
2.0403929,1.071414
1.6222107,1.1364326
2.1944015,0.9122849
1.963872,1.1527171
1.5393707,1.356617
2.4899676,0.59851617
7.379619,-1.0596364
1.4624153,-1.475071
2.042983,0.989358
1.464576,1.1234772
1.444469,1.0754085
1.6399882,1.1174085
1.986492,1.016711
1.3636773,1.04775
4.592199,-0.5811105
4.3085628,-3.533181
10.393541,-3.524754
10.14073,-1.8767447
1.3230519,1.4318974
1.6222677,1.6094928
1.6844378,1.611233
1.2323173,1.4432998
6.181207,-0.7935104
4.26348,0.0069165826
2.5701017,1.2315888
45.684986,25.098663
55.266872,28.673496
9.502574,-1.2386708
10.299941,-2.1352618
8.940777,-1.1685662
9.414285,-1.6373901
4.149999,0.31445414
1.9756534,1.3949704
3.7038913,0.41779834
1.7492883,1.2756844
1.8453832,1.5115869
8.123439,-1.06113
5.305023,-0.11060324
3.29461,0.605101
2.6676397,1.150588
3.5908604,1.2716913
4.018083,0.5557677
4.187141,-0.025322646
10.445356,-1.806823
8.707742,-1.1735373
8.68256,-3.5977967
15.896532,-3.37963
8.617337,-5.7447047
7.677112,-6.455895
0.25701186,-2.7089093
0.047309846,-2.040794
0.002414912,-2.009105
12.358931,-2.379554
10.862758,-1.5370743
10.410855,-1.3874578
13.202709,-1.8252518
13.159539,-1.7668757
-1.7328805,-1.3809185
9.779769,-1.0826744
3.0305812,1.6990595
2.5988474,1.6912866
2.779977,1.9481514
2.7230818,2.0362895
2.816364,2.041919
3.3156865,0.8297784
4.749257,0.27898932
4.226521,0.7301191
5.4932513,0.46795094
5.436893,0.4850102
4.1553164,0.5724527
3.9584243,0.5934179
4.033069,0.48175234
5.382225,0.3933739
5.2792516,0.434007
4.371063,0.5388688
4.878227,0.8585053
4.0786242,0.9032981
2.1368213,2.3735511
3.5397894,0.84525245
3.577698,1.0891328
3.5060606,1.1585689
3.2945652,1.4094586
3.6717224,0.9275506
4.5298285,0.8514047
4.9077654,0.7002433
2.5600863,1.3723772
3.4095962,1.3140922
3.0401344,1.1408405
4.640189,0.5122104
2.7137768,1.2461956
8.179599,-1.0420654
7.3871717,-0.6639432
9.294487,-0.91798663
6.263884,-0.59139746
10.369736,-1.9681807
6.31072,-0.98043096
5.236379,0.09070736
4.538543,0.43300194
5.2841816,0.51027185
4.755983,0.7422173
4.6114535,1.1393592
2.6180432,0.9947167
2.5993295,1.3923612
1.3947339,1.2499216
2.1809595,1.4190476
2.7192569,0.92025
2.7515175,1.7629101
2.342811,1.8825128
2.408328,2.0315926
3.531162,1.7779768
2.0710473,1.5424397
2.0214772,1.6931765
2.1496964,1.9115214
1.9266512,1.1832936
2.1719859,1.8134997
2.3287053,2.141989
2.153995,1.5862672
2.184677,2.0741498
2.508228,1.9890051
2.534681,1.939872
2.6151388,2.0149186
2.6893244,1.878335
2.667174,1.9716506
2.6468823,1.30865
2.6936955,1.0634193
2.2083352,1.4269598
2.3167665,1.7837512
2.873904,0.8142428
2.9647684,0.65546685
3.0801554,0.8431044
2.2394965,1.2218676
6.999645,-0.3058679
5.590359,0.31065845
2.9996798,1.480201
2.2888668,0.6068227
1.7704959,1.2552662
1.9378804,1.6297956
1.8516399,1.3155777
1.7950637,1.1650608
2.0888114,-1.6415176
17.97971,6.070999
8.074149,-0.9927951
7.550358,-0.8326743
7.401233,-0.6515191
10.1189575,-1.7153044
8.294005,-1.064541
9.96797,-1.6654491
8.238539,-1.0800078
5.6568184,-0.23347278
7.7766795,-0.92522126
7.7656493,-0.8989912
8.249254,-1.0492277
