latent_1,latent_2
-1.2420061,-3.2146184
-2.901256e-05,-0.23006809
0.016890436,-0.2704439
-0.08810036,0.11118749
-0.05719983,0.021050207
-0.14127374,0.5730457
-0.13446638,0.5010276
-0.015766226,-0.2253065
-0.070801646,0.04587929
-0.09918426,0.1543204
-0.12991606,0.26914233
-0.09839313,0.22579698
-0.06209521,-0.35809386
-0.24546665,-0.842926
-0.7462374,-2.2722971
-0.11534997,0.5554112
0.050002173,-0.30378154
0.034595698,-0.2521362
0.028765768,-0.19623663
0.030371606,-0.17749521
-0.2436719,0.27812362
-0.08585158,0.147193
-0.21892543,0.09978479
-0.007556528,-0.23621254
0.25285965,-0.32297844
-0.36566928,-0.97018325
-0.1556954,-0.09757729
-0.026253618,-0.19661744
-0.09234,0.14835383
0.052779496,0.042091437
0.0034718066,0.09376496
-0.11365048,0.28526664
0.09179452,-0.14733362
-0.046555668,0.22949271
-0.058256984,0.23306672
-0.07710162,0.24746941
0.07133454,-0.1077541
0.08529772,-0.43496394
-0.028094735,-0.20972991
-0.063931026,0.363791
-0.07502235,0.40569937
-0.041587554,0.22791903
-0.06553119,0.36884558
-0.10894285,0.5252099
-0.12101826,0.65389675
-0.12894091,0.6652402
-0.12874192,0.6781165
-0.1242395,0.682671
-0.12636495,0.6702718
-0.09948787,0.55168635
-0.11057525,0.5950896
-0.1344661,0.4262424
-0.10522558,0.31163603
0.01707749,-0.29259485
-0.108196825,0.42493945
-0.067618564,0.24507491
-0.23222643,-0.12976845
-0.29963946,0.16680199
-0.30985892,0.3243888
0.075559184,-0.39123064
-0.083843835,-0.49488872
0.08095606,-0.4144683
0.7204732,1.2383674
0.21956474,0.33631033
0.99540794,1.135581
-0.33826795,-1.3167906
0.23451486,-0.31087577
0.051814646,-0.4439937
0.14788601,-0.41476572
0.09541629,-0.36701345
0.046649843,-0.3710789
0.19278365,-0.38988787
0.15329847,-0.33866715
0.0965057,-0.27204403
0.06246163,-0.025048494
0.24275604,-0.40736926
0.19233847,-0.2923776
-0.007350698,-0.24839757
0.14765458,-0.27785295
0.17033094,-0.29330656
0.22489804,-0.64932513
-0.3183893,-1.5055052
-0.0075017065,-0.49266976
-0.2763784,-1.309382
-0.11109115,-1.0617177
-0.656978,-1.7572057
-0.54847014,-1.5713308
-1.3811213,-3.0612128
-1.9367816,-4.372129
-0.53636813,-1.849785
-1.0400442,-2.695107
-1.43447,-3.7785907
0.039274603,-0.7721262
-0.105598666,-1.102938
-0.54694295,-1.8084689
-0.76929986,-1.3445654
-0.9660387,-2.4624903
-0.47206002,-1.5840473
-0.33232135,-1.439084
0.03901249,-0.34230518
0.0057855397,-0.16228852
0.07258916,-0.4056074
0.056204334,-0.38150895
-0.0012617111,0.16093187
0.10337545,-0.8230767
-0.4906724,-1.9048706
-0.09738871,-0.8454014
0.13141985,-0.3713023
-0.038618416,0.22720121
-0.027630262,0.20281623
0.04647249,-0.12676673
0.06964728,-0.15424563
0.0049346015,0.15032576
-0.4880882,-1.7479585
-0.9605938,-2.6692698
-0.9797008,-3.2898748
-0.7846161,-2.2880344
-0.10014067,0.5656237
-0.08821926,0.52806383
-0.10576256,0.6021237
-0.089734234,0.54724497
-0.15445349,-0.8784176
0.2353428,-0.2972251
0.0020623356,0.051347226
-1.2213455,-2.7879755
0.116485596,-0.1664586
-0.48985088,-1.3065733
-0.38574252,-1.032729
-0.73735297,-1.7922063
-0.6287905,-1.3475711
-0.5476495,-1.0947285
-0.31436676,0.1669118
-0.377232,-0.5976881
-0.35100278,0.19410644
-0.3036913,0.2966498
-0.21832392,-1.0472584
-0.1242401,-0.7697024
-0.06604727,-0.13081542
-0.039975226,0.20894961
0.070971176,-0.4152019
-0.15115243,-0.6175596
0.03259708,-0.31588143
-0.12866494,-0.53458744
-0.06359943,-0.78974915
-0.96627164,-2.0253453
-0.7156863,-1.4003582
-0.80647576,-1.508833
-1.0479852,-2.435318
0.2826331,-0.864323
0.1871422,-0.6625626
0.15688092,-0.60371333
-0.6402062,-1.6088428
-0.3687204,-1.113213
-0.26660237,-0.9521155
-0.057980783,-0.2193028
-0.04596146,-0.13507986
0.04288262,-0.17395242
-0.031356268,-0.4698586
-0.049658034,-0.07146401
-0.079668544,0.44955862
-0.106112495,0.61736685
-0.11068578,0.5990538
-0.106012404,0.63362634
0.16880527,-0.33061853
0.24221805,-0.3925392
0.002067022,0.12915006
0.031608827,-0.061678343
0.0329286,-0.061457593
0.017847814,-0.011845879
0.105294526,-0.28419095
0.13569409,-0.28600448
0.07774788,-0.3251734
0.07801658,-0.3192508
-0.06760348,0.12393907
0.024556167,-0.02567964
-0.099650264,0.23360677
-0.20101416,0.8667912
-0.064340115,-0.1292438
-0.057998326,-0.14089319
-0.05966565,-0.115182
-0.07822636,0.05713962
-0.05897639,-0.1427994
-0.0514464,-0.15152255
-0.047039993,-0.15765026
-0.10001711,0.29466218
-0.048815235,-0.13111287
-0.13687038,0.13538481
-0.36392474,-0.6071982
-0.38086358,0.079487786
-0.16177374,-0.8768371
-0.25082314,-0.95703644
-0.026093386,-0.17485568
-0.09195167,-0.44988173
-0.53628045,-1.2899398
-0.29785016,-0.8173429
-0.019533694,-0.20293888
-0.021594703,-0.20903428
-0.07855036,-0.49407077
-0.078717954,-0.50515056
0.03878568,-0.3410012
-0.05009514,0.027826935
-0.040745866,-0.17874323
-0.066060185,0.09290354
-0.054238565,-0.1487329
-0.036285136,-0.18994653
-0.119067304,0.32426977
-0.12081126,0.52163285
-0.11773936,0.5917025
-0.13716389,0.34913296
-0.14418235,0.30979437
-0.12208705,0.35958838
-0.11927733,0.56004375
-0.046681613,0.07913627
-0.15196699,0.4744658
-0.15138099,0.5569857
-0.1237427,0.4292779
-0.16369376,0.5575971
-0.00010381639,0.10792822
-0.0006082803,0.15410769
-0.009102546,0.16885285
0.035555124,0.13579132
-0.01780264,0.12405591
0.06791851,-0.0036055148
-0.071384355,0.13086289
-0.2097466,0.28772295
-0.22297557,0.40836322
-0.48447204,-0.22442888
-0.05034233,-0.030722767
0.21046737,-0.29346937
-0.02006764,0.118052095
-0.93051934,-2.1016095
-0.22720343,-1.0373707
-0.28344887,0.06651573
0.005254224,0.10850145
-0.12857246,0.25977522
-0.13154209,0.42171222
-0.108172804,0.41398197
-0.06129551,0.016141713
0.42863163,0.29791433
-1.4275869,-2.1786606
-0.62994516,-1.5804901
-0.337467,-1.1115557
-0.2920131,-1.020148
-0.3272084,-1.3979112
-0.66960835,-1.726713
-0.5087092,-1.7186903
-0.19894896,-1.1948183
0.1531193,-0.47819352
-0.2137203,-1.2517145
-0.10936575,-1.0373266
-0.07773158,-0.9465578
-0.054129124,-0.9138739
-0.027278647,-0.86051303
-0.46421066,-1.5975808
-0.3396248,-1.3894845
-0.36785242,-1.4800825
-0.5715548,-1.2614832
-0.33516055,-1.5737981
-1.2314099,-2.8210158
0.09557265,-0.19531478
-0.07820541,0.29750592
-0.7550745,-1.6760308
-0.5359753,-1.865226
-1.3267071,-2.928222
-1.442143,-3.0839756
-1.3816022,-2.8806539
-1.0513991,-2.5910103
-0.61739135,-1.5613071
0.29806963,-0.13489746
-0.33187395,-0.48520684
-0.3922889,-1.2269627
0.01192797,-0.17256041
-0.4500325,-1.4106799
-0.38195872,-1.209043
-0.43441537,-1.2504739
-0.36222938,-1.094227
-0.3686119,-1.1438884
-0.59554803,-1.5085322
-0.5929358,-1.4928921
-0.37523273,-1.3934728
-0.29868102,-0.4072498
-0.38341504,-1.0788105
-0.67907286,-1.1659799
-0.56353927,-0.5395404
