latent_1,latent_2,latent_3
1.5131273,5.029737,-1.7923127
-0.22196594,1.8692994,-0.9656684
0.055669993,1.3416624,-0.28755206
-0.1917688,0.040359274,0.36030322
-0.11716297,0.3113072,0.3456722
-0.2598677,-0.09414242,0.4904937
-0.576249,-0.112728104,0.35153824
-0.2938085,0.6260359,0.23171194
-0.11622658,-0.33126545,0.62724966
-0.4137793,-0.46806383,0.5764759
-0.53574824,-0.5801165,0.5964013
-0.41647884,-0.7180126,0.5185856
-0.1462504,2.092965,-0.24507622
0.050321072,2.7203872,-1.3358533
1.1708784,3.625396,-0.5716358
-0.6128231,-0.2529738,0.5819846
-0.22766957,-0.067343935,0.39245814
-0.20764086,-0.2538979,0.44929582
-0.26074508,-0.31697702,0.47114342
-0.26563504,-0.39855504,0.4532274
-0.20173612,-0.13788007,0.6894025
-0.20073584,0.48649478,0.4570238
-0.27502528,0.30055594,0.711984
-0.24326661,0.7266035,0.04705693
-1.0732844,0.7038913,-0.28454393
0.19200686,0.70536494,0.2918797
0.1419954,0.46739364,0.4777692
0.14212176,0.8251226,0.36692852
-0.21814206,0.048872247,0.48839337
-0.906528,0.46239614,-0.18374644
-0.85682595,0.35862994,-0.008753642
-1.1660591,0.76464343,0.26625377
-1.047073,0.6469841,-0.22235112
-0.8118392,0.27984452,0.19678028
-0.8065046,0.2761407,0.2028789
-0.80633056,0.27027607,0.21000083
-1.0111983,0.5507746,-0.034425065
0.29646304,0.94278026,0.28781968
-0.38781658,0.2307191,0.34419674
-0.39977244,0.06927563,0.4922591
-0.43825403,0.057163253,0.4621727
-0.38776854,0.22782613,0.44479352
-0.45197156,0.098646656,0.4465385
-0.4457995,-0.026430354,0.47903425
-0.56083655,-0.18927358,0.47739464
-0.5522351,-0.20386647,0.49234158
-0.5503112,-0.20655845,0.49280173
-0.50281703,-0.25437665,0.44850105
-0.46890715,-0.37134218,0.49439508
-0.5083096,-0.39720654,0.5165401
-0.48667654,-0.46105266,0.5466396
-0.16885594,0.35392547,0.61233777
-0.6935638,0.038250938,0.40373224
-0.22892317,0.47301173,0.254417
-0.34904125,0.04766299,0.5130413
-0.1917881,0.23314835,0.45266217
0.1178796,0.59611106,0.40858954
-0.10498658,0.23236395,0.5111219
-0.27355197,-0.26594758,0.691397
0.019487888,1.6117611,-0.7182341
0.06249383,1.6515472,-0.20705168
0.35738268,1.0421484,0.16187282
0.5601742,8.930038,2.6342368
0.42278013,3.5112112,0.8117536
-1.6788459,8.410921,1.5328386
-1.0321255,1.6664808,-0.8798763
-1.3554583,1.4063478,-0.40413493
0.8428869,1.3095658,0.527708
-1.3356173,1.3285146,-0.97760767
-1.4262426,1.4074807,-0.8588032
-1.4968202,1.5586503,-0.9800615
-1.2488124,1.0264678,-0.5884059
-1.0677174,0.7560129,-0.46696323
-1.078101,0.70768976,-0.26153034
-1.0526958,0.57733583,0.0025290996
-1.2283504,0.9763901,-0.54999584
-1.153288,0.8022847,-0.474613
0.031542987,0.48544145,0.52085215
-1.231171,0.8639643,-0.26483417
-1.2727532,0.91275716,-0.2745729
-1.0418695,0.81161106,-0.5531463
0.19953194,2.701288,-1.1905262
-0.45296803,2.303076,-1.6243492
0.00089511275,2.6095998,-1.1774011
-0.055748433,2.4904811,-1.1524241
0.50294995,3.507272,0.07958396
0.3392373,2.5613196,-0.99078065
0.031169266,5.340281,-2.2929168
0.44559953,5.9939594,-2.6816964
0.012561291,2.775707,0.8054996
0.1348618,4.2924,-1.6453676
-0.980734,3.877413,-2.5472665
-0.4630747,1.871382,-0.29839033
-0.4836202,2.106191,-0.48295087
-0.3190817,3.56892,-1.7206203
-0.32568017,2.7255528,-0.95110935
-0.24496737,4.4305406,-2.4327273
0.07688066,2.3263452,0.042906478
0.36480936,1.6861956,0.8177424
-0.78099465,0.4554031,0.6650303
-0.67082727,0.19301178,0.7529717
-0.6364813,0.61055255,0.5660407
-0.7322446,0.27807522,0.77944344
-0.71040833,0.36463237,0.89045125
0.08960983,0.5904758,0.8065215
-0.1622949,2.5486953,-0.7428028
1.1509525,0.50687146,1.3164595
-0.26558092,0.75184226,0.9598544
-0.62536144,-0.38335872,1.2609173
-0.697484,-0.24253963,1.1559411
-0.5943862,-0.15311264,1.1677232
-0.42202047,-0.16165565,1.07983
-0.6491575,0.12977625,1.0475677
-0.2922006,2.8176706,-0.09537248
2.6285532,2.3452265,-1.4486101
3.449454,1.5486367,-4.2094436
-0.33638802,3.6365254,-1.8359035
-0.6030394,-0.021409258,0.9119006
-0.8019415,0.11404945,0.6901749
-0.7793442,0.0533538,0.6958726
-0.7207645,0.08216502,0.91949135
-1.0779016,2.0092955,-1.8314272
-1.0349839,0.86722827,-0.9375761
-0.9841242,0.6133275,-0.28716487
9.086289,-13.432425,-4.2373447
7.0937924,-13.384878,-1.8691477
-0.018750519,2.370953,-1.3741268
0.41442922,3.3485177,-1.7719339
-0.040478498,2.4810746,-1.3402234
0.32510862,3.5061748,-1.3297621
-0.0009036958,0.6013942,0.18684824
-0.121485025,-0.05456589,0.61162347
-0.02079919,0.58293533,0.26785117
-0.18597296,0.08521773,0.52515143
-0.2345188,-0.0707116,0.6039731
0.06732032,2.407122,-0.94114226
-0.005832702,1.2970843,-0.114053175
-0.11507431,0.45645475,0.21747728
-0.28127554,0.048634782,0.3613301
-0.25377056,-0.2764206,0.36881995
-0.25910226,0.5947437,0.14214559
0.44416144,1.0065331,0.19020148
-0.17423269,2.968085,-1.9522644
-1.3302772,2.7703424,-2.778706
0.882252,4.0937886,-1.6347888
0.049503356,4.6784444,-3.8260293
6.828444,-0.21332525,-6.1614437
6.928256,0.6580527,-5.20426
5.43772,-0.2539327,-1.1021501
4.1862335,0.40792012,-0.4565515
3.8518636,0.78150296,-0.16390817
0.44012985,3.7211964,-2.2650213
0.21042386,2.6462157,-1.6464342
0.19643828,2.4724443,-1.4985089
