latent_1,latent_2,latent_3
4.619876,4.0266676,-5.5371385
0.680464,1.4286447,-1.0344712
0.9668555,0.47582507,-1.4912075
-0.14109325,-3.9304364,-2.250945
0.5844619,-2.9945972,-2.2268271
0.17281532,-5.4985504,-2.7533617
0.09227991,-4.283393,-1.8590437
1.3079937,-0.20928884,-1.2510277
-0.6335857,-5.325038,-2.6942868
-1.2973521,-5.05221,-2.1192455
-1.7165995,-5.654499,-2.072548
-1.8157446,-6.325034,-2.1753478
2.7852068,0.6375873,-1.9714211
1.183882,2.1100972,-1.4042605
4.2695217,1.7047758,-4.886544
-0.37949347,-5.8476133,-2.391005
-0.7021425,-2.413362,-1.6069521
-1.272805,-2.890446,-1.6607193
-1.2955472,-3.3304799,-1.7026635
-1.414222,-3.568671,-1.7909099
0.089723825,-6.37856,-3.1992183
1.0153747,-2.501539,-2.1343112
0.8509252,-4.867978,-2.9966464
0.78769135,0.5440471,-1.028633
1.0371871,0.20164931,-0.6299943
0.0695827,-1.7170966,-2.143547
0.31960368,-2.9465508,-2.5234337
1.0854373,-1.7006233,-2.422186
0.12846994,-4.3976846,-2.4934325
0.9578018,-1.0740948,-0.9427055
1.05922,-1.8926504,-1.1621879
1.9882551,-3.4794037,0.039458632
1.2969826,-0.19732845,-0.8565806
0.8773839,-2.3749824,-0.43848968
0.8798848,-2.4089065,-0.4445008
0.882996,-2.467853,-0.4505409
1.2719357,-0.7276279,-0.87298775
0.9181962,-1.2513548,-2.0740442
0.702322,-1.5786937,-1.4935249
0.32438064,-3.796068,-2.188696
0.33099794,-3.5176387,-2.061543
0.82714033,-2.2947497,-1.8508831
0.5583048,-3.1975117,-1.9949228
0.3601079,-3.974066,-2.1761665
-0.045553923,-4.948147,-2.2616282
-0.21242046,-5.321623,-2.3451548
-0.3319068,-5.6900396,-2.37009
-0.48828912,-5.6398687,-2.3602004
-0.76484275,-6.017992,-2.4478755
-0.8041674,-5.8501053,-2.3100939
-0.9166329,-6.073124,-2.379817
