train_loss,val_loss,num_loss,cat_loss,kl_loss,beta_values,epoch
13.29909504008084,10.501734222076267,6.400693676257341,6.8984013817171235,0.0,0.0,1
10.45548659723962,9.370115117391869,4.45535160187974,5.996067612919017,0.004067373949388925,0.00033081359558488534,2
9.917706114248498,9.120970402386737,3.939980426397165,5.968766879194486,0.008958783270802304,0.0006825139514101002,3
9.75541094147734,9.008999117913712,3.7864512113263147,5.954387782049785,0.014571960931368078,0.00105641980636413,4
9.652406991577905,8.998105663868703,3.6888858433938454,5.943285171511886,0.02023595588051267,0.0014539331612791978,5
9.587518555964829,8.930345177757983,3.627673587051067,5.933537778739739,0.026307174941859687,0.0018765445358864762,6
9.548737298333887,8.891376509813545,3.5881646183861196,5.928306973765765,0.03226570603145469,0.002325838557682581,7
9.502659645164012,8.845079152566441,3.5407093577076005,5.923922354896022,0.038027906582911074,0.0028034999036634046,8
9.45823867605495,8.779196463744391,3.494212440721447,5.92027280202854,0.04375344692412,0.003311319617204474,9
9.423979134810507,8.7225034363795,3.4587973525478275,5.916070466208995,0.04911130387010474,0.003851201823773658,10
9.394883919592369,8.726405287399718,3.425260129473979,5.915395714112236,0.05422808115164514,0.004425170870657535,11
9.347025398536735,8.588539725022692,3.375632495956261,5.914432257316411,0.05696067437346421,0.005035378917472592,12
9.320495087241829,8.522522622317844,3.345858209739585,5.914139419189877,0.06049748120093822,0.0056841140059227194,13
9.299216846118258,8.548836724757718,3.320985224611357,5.91357585119921,0.06465575365070357,0.006373808639061424,14
9.236996610198569,8.559529493931676,3.2549139701193415,5.913188379193649,0.06889429423718885,0.007107048902227643,15
9.25649972866657,8.449822737081115,3.2726902112751555,5.911200421498936,0.07260914218040511,0.007886584159855117,16
9.246332885227401,8.459292243022944,3.26075846536544,5.908482375670906,0.07709210788332889,0.00871533736451455,17
9.22484992382381,8.506447296720667,3.235817349398219,5.906189084593397,0.08284347874545692,0.009596416016843457,18
9.219107772028474,8.457572820017576,3.228082105125897,5.902751924930152,0.0882736979158236,0.010533123817459123,19
9.240706569880762,8.401216317358676,3.2437644053319525,5.902855652211965,0.09408651605751508,0.011528973054544821,20
9.225258960400845,8.405049563013387,3.225486531184614,5.898219870845684,0.10155254756340011,0.01258769777355789,21
9.20703082812337,8.435663362627272,3.2013838609522045,5.898241963279109,0.1074049572223842,0.013713267778440903,22
9.236061666894825,8.412304972690428,3.2262000866403837,5.896241111162645,0.11362046425277449,0.014909903516835068,23
9.189938243207601,8.443762335862447,3.1710919071630483,5.8975503450639755,0.12129597662481455,0.01618209190510948,24
9.224919489421861,8.379275934975349,3.2002361961650183,5.897678712556185,0.12700458431379388,0.01753460315254401,25
9.203789002157189,8.395554940493641,3.175489252529751,5.893822071944399,0.13447767747872533,0.018972508647749933,26
9.183788186262928,8.42626742260262,3.151221560229657,5.89003491090362,0.14253173255012824,0.020501199974395205,27
9.220103300394968,8.383312337518534,3.181565778373696,5.887853815610254,0.15068373250947326,0.022126409127536283,28
9.180588419263257,8.361866914686175,3.1748159181586977,5.845956051395073,0.15981645061277078,0.02385423000635941,29
9.145045037924795,8.324771298197403,3.1365943456017096,5.838158699725409,0.17029199449027194,0.025691141263921084,30
9.142818077140223,8.308332608061406,3.1305123618579085,5.831967017390534,0.1803386526845685,0.027644030599565137,31
9.152909325517793,8.354258964493154,3.136877906915797,5.82421887869646,0.19181258162865444,0.029720220585103516,32
9.145280356992473,8.292911926632902,3.1237726280584557,5.820628323176582,0.20087938633682983,0.031927496121598904,33
9.127997205654378,8.31912657028713,3.0947227707719556,5.821374035197741,0.2119003936197735,0.03427413362970134,34
9.163089103295263,8.353089590139732,3.1208500374455768,5.820117180067263,0.22212184195164386,0.0367689320829912,35
9.158660735199627,8.326946310159984,3.1042054920486013,5.81943797796351,0.23501726256368974,0.03942124600069141,36
9.20808713150033,8.308373189888641,3.1429335990740417,5.817990867484501,0.24716263820888296,0.04224102052345882,37
9.201189961325984,8.362157126228324,3.127085225377755,5.815654586971961,0.2584501395993209,0.04523882870377497,38
9.17551413258355,8.379828108791493,3.086727624859681,5.816113914959626,0.27267262455123614,0.04842591115076103,39
9.198311311263149,8.383219226697454,3.0993706475407925,5.81345709836486,0.2854835657661248,0.05181421817806905,40
9.229103676287734,8.44245723178622,3.117342971001018,5.8118982635299155,0.2998624489830717,0.05541645461288794,41
9.231307760760444,8.423433587715856,3.105075938123689,5.811839672918182,0.31439214059970666,0.05924612743408034,42
9.226223719990243,8.480660361631154,3.089845194566143,5.808233367566867,0.3281451586744899,0.06331759641807465,43
