latent_1,latent_2
-1.771186,-4.023539
-0.67463654,-1.6162378
-0.41547656,-1.1520563
-0.29939494,-0.55769527
-0.25589535,-0.4794452
-0.09026244,0.663407
0.082663156,0.58807516
0.019330718,-0.20130415
0.015376911,0.03020788
0.118180476,0.18836716
0.17247084,0.2914982
0.13421944,0.27321666
-0.6972409,-1.406839
-0.6351554,-1.6876571
-1.2151448,-2.9429984
0.046381243,0.7071056
-0.19481619,-0.9995532
-0.19135821,-0.92183256
-0.07529788,-0.71421933
-0.031194411,-0.63932264
-0.4206447,0.14792502
-0.28458506,-0.30757505
-0.42031106,-0.16597363
-0.12719339,-0.5264319
0.69507605,-0.5754405
-0.86290187,-2.064378
-0.5864942,-0.87582946
-0.4918813,-1.1064754
-0.05915671,0.009007908
0.605088,-0.37760952
0.61253643,-0.21147335
0.6209715,0.11141782
0.68759114,-0.40408123
0.70588607,-0.03223618
0.69244295,-0.0015649274
0.67682785,0.026764818
0.7104823,-0.32234487
-0.121642426,-0.8259494
0.06528916,-0.09324044
-0.24243402,0.015810885
-0.22563821,0.12437738
-0.20873916,-0.20014217
-0.22276258,0.07259356
-0.28120366,0.23375878
-0.18564966,0.48769978
-0.16033188,0.550326
-0.116803296,0.63873154
-0.20902091,0.4970598
-0.20531984,0.48603937
-0.1105997,0.507592
-0.118321404,0.5016353
-0.45452917,0.3214289
0.08811622,0.379372
-0.058738388,-0.4707221
-0.07256469,0.56652045
-0.1599702,0.21407399
-0.6724873,-0.8317696
-0.6034344,-0.14096105
-0.42031866,0.26085925
-0.8460664,-2.1168952
-0.49018148,-1.3338816
-0.63080806,-1.6135718
0.7875965,1.4684399
0.2563145,0.23633221
1.187363,1.8415558
0.0100701675,-1.5727746
0.5358825,-0.5163162
-0.19664922,-0.621647
0.54204756,-0.760568
0.5479999,-0.65168643
0.5321458,-0.65993124
0.5851222,-0.6987909
0.60030097,-0.61401665
0.62470376,-0.5202829
0.6353863,-0.31632382
0.5237458,-0.78909254
0.59405154,-0.5839062
0.094062604,-0.09512743
0.62213963,-0.5279142
0.60853505,-0.5245697
0.53157336,-0.973573
-0.9174949,-2.3978467
-1.5268862,-3.1418352
-1.0317227,-2.5198746
-1.0918467,-2.6738634
-0.9966542,-2.3873472
-1.1180725,-2.393878
-1.8656532,-3.858596
-2.5022883,-5.199215
-0.80738455,-2.3023677
-1.5072343,-3.365285
-1.2756556,-4.4932737
-0.78867614,-2.1587846
-1.0316242,-2.5368667
-1.1908966,-2.8375561
-1.4375026,-2.384742
-1.6047554,-3.4137423
-0.84345907,-2.1579955
-0.58996254,-1.8057002
0.012103409,-0.40000224
-0.055992767,-0.2292243
-0.10481731,-0.6855256
-0.045426514,-0.5019917
-0.05346165,0.24218047
-0.2681867,-1.299027
-1.0052751,-2.5500205
-0.5194502,-1.1498713
-0.24255425,-1.0258611
-0.1110555,0.27455226
-0.10031803,0.28457978
-0.0461016,-0.28672233
-0.09184016,-0.38240167
-0.122966096,0.16646731
-0.97613543,-2.3718522
-1.395513,-3.286404
-1.536454,-3.9356225
-1.6549792,-3.4940813
-0.2209053,0.75890154
-0.21901533,0.51888525
-0.21920913,0.63152504
-0.30071977,0.52939755
0.13068524,-1.0122244
0.52522725,-0.42248163
0.5712392,-0.29341754
-1.7433639,-3.4753413
0.4297088,0.49352166
-1.3528337,-2.8389344
-0.8352542,-1.8042196
-1.822521,-3.4543242
-0.77801424,-1.7062104
-1.0417627,-2.1563063
-0.51137674,-0.09253459
-0.83030623,-1.5563619
-0.5712696,-0.07741537
-0.4596896,0.11859802
-0.9818608,-2.3186746
-0.8210241,-2.0294647
-0.43507746,-1.1093575
-0.19876423,-0.2586672
-0.24710217,-1.1820011
-0.5917478,-1.484302
-0.1796082,-0.79070204
-1.1130645,-2.4008343
0.057312034,-1.6892246
-1.1333287,-2.4450529
-1.6153637,-2.9931428
-1.330139,-1.9665239
-1.7421533,-2.8402958
-0.0058537945,-1.1598071
0.14498878,-0.738194
0.13181412,-0.5094425
-0.97151136,-2.1280217
-1.1111338,-2.447372
-1.0521431,-2.3854232
-0.82592833,-1.8381606
-0.7458195,-1.6587682
0.16856244,0.032065637
-0.7849826,-1.9884248
0.1462695,-0.039676625
-0.15533552,0.20902267
-0.16049333,0.4389588
-0.09658072,0.52169204
-0.12485302,0.5077744
0.67683226,-0.5917034
0.59479064,-0.6372212
0.57852507,0.12884295
0.61291796,0.106788225
0.61865264,0.11296057
0.5348915,0.109390266
0.5406396,-0.50313103
0.52752495,-0.5103573
0.59433484,-0.553234
0.6000273,-0.5503364
0.4831877,-0.4102132
0.5563704,0.097987525
0.5559811,0.13356036
-0.091806784,0.9666656
-0.05628933,-0.34042588
0.13920724,-0.06564063
0.13973579,-0.062312752
0.13827938,-0.042477198
0.05883149,-0.17225689
0.0068812445,-0.31745514
-0.08809972,-0.48614362
0.04279352,0.38574922
0.14619568,-0.05848547
-0.3311764,-0.5655641
-0.73571223,-1.4428846
-0.6666718,-0.2697906
-0.8799353,-2.1719344
-0.955713,-2.2838323
-0.81467825,-1.8357232
-0.6634927,-1.4626323
-1.1322525,-2.3195913
-0.5388657,-1.2935885
-0.38766596,-1.0162313
0.08070525,-0.2819021
-0.5028174,-1.4550273
-0.49479342,-1.4212024
-0.27918458,-1.1049268
-0.04663631,-0.06874225
0.087201245,-0.09309413
-0.0917161,0.1119139
0.10960098,-0.08145134
0.06932678,-0.09357754
0.0823236,0.3908736
-0.15564182,0.4453843
-0.070118345,0.594745
-0.19361803,0.23776591
-0.21841642,0.17335296
-0.14555499,0.31479242
-0.14997333,0.48543337
-0.18367878,-0.38722062
-0.04096662,0.50902486
0.075233154,0.6423259
-0.01739388,0.5119261
0.022663742,0.62621516
0.658696,-0.1266576
0.70223874,-0.13703486
0.712286,-0.11860948
0.7277909,-0.19209245
0.64286745,-0.11707882
0.6212251,-0.29905608
-0.3386958,-0.5033398
-0.37862757,-0.038178563
-0.28933305,0.35115576
-0.81018835,-0.7375143
-0.27666762,-0.60447526
0.59519786,-0.5569466
0.5659774,-0.3269247
-1.3851233,-2.7277243
-0.5938608,-1.6307048
-0.49711785,-0.25273
-0.35200843,-0.44591665
-0.32612222,0.055901773
-0.045323126,0.47826812
-0.093669444,0.48881778
-0.025666058,-0.040716074
0.05498033,0.05975715
-1.6495626,-2.26154
-1.4585567,-2.8658338
-1.1519058,-2.513617
-1.0587376,-2.4679077
-0.15653321,-2.0837183
-1.6571615,-3.2526088
-0.2526755,-2.1801345
0.056561075,-1.6173177
0.27841,-0.9165453
-0.03837321,-1.460771
0.10583954,-1.5175632
0.043835424,-1.5638621
0.07380622,-1.5033929
0.10530954,-1.4587616
-0.27552333,-2.0896425
-0.13342157,-2.024956
-0.17165962,-2.1114466
-1.607121,-3.164803
-0.6194124,-2.247127
-1.5960926,-3.485448
-0.19603953,-0.7604983
-0.32175818,0.0027670935
