train_loss,val_loss,num_loss,cat_loss,kl_loss,beta_values,learning_rates,grad_norms,epoch
0.2497506046495179,0.09925291638457773,0.19082153170109278,0.05892907365814822,0.05288562436625682,0.0,0.001,3.4941196896046334,1
0.0907610985040369,0.07616287660194437,0.06047343151244023,0.029626701126707705,0.03238732385782697,0.02040816326530612,0.001,5.834485246139021,2
0.07769264221148393,0.07084861387527744,0.051377418713691905,0.024852855934131196,0.0358280069630225,0.04081632653061224,0.001,6.075828450581041,3
0.09748192878509625,0.0687334304808194,0.07057797406868917,0.023925372992526898,0.04865015334034338,0.061224489795918366,0.001,4.329577416496137,4
0.07325802584251268,0.06721625890668154,0.04750107544602903,0.023483642670345993,0.02784801742461318,0.08163265306122448,0.001,3.462451216982995,5
0.06889807684098992,0.06421819310443788,0.04338677609141301,0.02329316776466529,0.02173770181601988,0.1020408163265306,0.001,6.294315470158326,6
0.06965134563910161,0.06337920707119042,0.04275388877124002,0.023208107937657377,0.030129684906830857,0.12244897959183673,0.001,5.014613062030336,7
0.07222930122001958,0.06270799210156298,0.046600477327108036,0.023144122698959605,0.017392909172232223,0.14285714285714285,0.001,3.7675291434930087,8
0.06476018622524643,0.06207242240850706,0.039096135542351494,0.02311256575282779,0.015627845648303232,0.16326530612244897,0.001,5.9073875106617155,9
0.06392983276423621,0.062143239092358006,0.03827873803931408,0.023073752231871896,0.014032197703480293,0.18367346938775508,0.001,7.617110689100936,10
0.06360044336995357,0.061917434288408915,0.037928997345233945,0.023026910446612956,0.01295822494405238,0.2040816326530612,0.001,4.625582397857879,11
0.06291424671900282,0.0616907653192654,0.03718369224275118,0.023057198526088105,0.011908585281157864,0.22448979591836732,0.001,5.322431777798519,12
0.06277054994932099,0.06197643817686205,0.036959368582064125,0.023057608901977195,0.011243754843479644,0.24489795918367346,0.001,17.29790968854768,13
0.06235162684315422,0.06205375629406468,0.03646566845622638,0.023039140648172245,0.010730313829464537,0.26530612244897955,0.001,8.0416688451768,14
0.06184273297545353,0.06252197541421488,0.0358526560879715,0.023042662853484164,0.010315948140434883,0.2857142857142857,0.001,2.9770735586922172,15
0.061166536043717384,0.06211015770802231,0.03509032921192866,0.023003346934584258,0.010038009929046191,0.3061224489795918,0.001,4.927588349108641,16
0.06096811197560171,0.061953193290169524,0.03481666339529041,0.02298803100743367,0.0096879664506829,0.32653061224489793,0.001,4.160634153723052,17
0.06112259219238675,0.061371106781427036,0.03492318750774656,0.022898040400535755,0.009515696694498588,0.3469387755102041,0.001,4.049725490699319,18
0.06055708359288037,0.06077595082254976,0.034344101087641035,0.02277642050951439,0.009355085616510384,0.36734693877551017,0.001,5.4306588805686795,19
0.06062784504213516,0.06067023680740458,0.03442490225330977,0.02248811411029057,0.009580347505626708,0.3877551020408163,0.001,5.669586837152814,20
0.05923994868812968,0.0593388199311569,0.033243078395434965,0.02211943099746238,0.00949972599131182,0.4081632653061224,0.001,4.145236097804473,21
0.05849984929722002,0.05845795124204671,0.032707337981709404,0.021724591361538922,0.009491813059704602,0.42857142857142855,0.001,3.6083053280579263,22
0.058079055909323545,0.05832034277395503,0.0324545348956524,0.0214466428712625,0.009305273826821845,0.44897959183673464,0.001,3.6297345884683967,23
0.057507339501454584,0.05749874305965968,0.03199161518744621,0.0212558424016059,0.00907540030471151,0.4693877551020408,0.001,4.608781074864113,24
0.057210461716931185,0.05714273848474273,0.031777326866547176,0.021114090418451612,0.008818048877370666,0.4897959183673469,0.001,9.67672263014497,25
0.056597357020150035,0.05710832409838918,0.031229833290046416,0.02096334949622707,0.008632181264350705,0.5102040816326531,0.001,6.919335103209839,26
0.05649425992945697,0.05713778864320125,0.031202381258793925,0.02084534559075028,0.008380005023767814,0.5306122448979591,0.001,3.444544257832731,27
0.05604390185275511,0.056308693905589,0.030850574592963,0.020698477412540116,0.008157320369164466,0.5510204081632653,0.001,4.805834810990469,28
0.05625560735679244,0.056885077939144484,0.031031321885661434,0.020617939161651607,0.00806110565984394,0.5714285714285714,0.001,4.094290993262109,29
0.05574669081021196,0.05656801813370954,0.03060869208380761,0.020503168410614843,0.007831264776932226,0.5918367346938775,0.001,3.826965529002604,30
0.05518496093791293,0.056323798967788476,0.030008926393859773,0.020428370921883793,0.007754517231172937,0.6122448979591836,0.001,9.24793188365474,31
0.055478581286862796,0.05654875973641776,0.030332186095025224,0.02033932777922496,0.007598267704214152,0.6326530612244897,0.001,5.607965643659427,32
0.05551664354438628,0.0568637895644324,0.030304950919135282,0.020284037788641796,0.007545471530137741,0.6530612244897959,0.001,3.7177493675669036,33
0.05545725475222069,0.0564619310706956,0.030247903807335347,0.02020847675611763,0.007425540555672198,0.673469387755102,0.001,4.3568392018047115,34
0.05541459906986499,0.05702374356975414,0.030152282593223015,0.020141578539512026,0.007379886736698941,0.6938775510204082,0.001,5.784287740186564,35
