beta,train_loss,val_loss,training_time,epochs_trained
0.1,9.226223719990243,8.480660361631154,124.74479103088379,43
0.5,9.58860172317925,9.476164929126545,94.34119582176208,30
1.0,9.57141359731529,9.27068916718581,51.23593759536743,17
