latent_dim,strategy,beta,train_loss,val_loss,training_time,epochs_trained,total_parameters,architecture_type
2,linear,1.0,6.975524066260177e+19,0.20767914128393855,96.91968750953674,32,1643,adaptive
2,linear,10.0,0.879149653695824,0.08484365839874747,94.06012487411499,31,1643,adaptive
2,linear,100.0,5713.886880528354,1.5574979204015784,217.9190800189972,58,1643,adaptive
2,exponential,1.0,0.040890182309040686,0.035649961262172514,198.10654997825623,65,1643,adaptive
2,exponential,10.0,0.042642429884012956,0.04205481624981782,114.28710341453552,35,1643,adaptive
2,exponential,100.0,0.04585430515265993,0.04273327631832524,521.5526762008667,165,1643,adaptive
