latent_1,latent_2,latent_3
-3.023923,-1.7951788,2.1464808
-1.4542413,-0.18576854,0.2818775
-0.9014557,-0.08722969,0.17903347
-1.1369746,-0.14845869,0.17391339
-1.2872224,-0.26741043,0.3287707
-0.7885742,-0.0124499425,0.007882252
-0.6827637,0.81752723,0.20455424
-1.2837043,0.09087678,0.23378135
-0.93288434,0.11519726,-0.12556683
-0.6573127,0.4591843,-0.55161726
-0.53056216,0.5948065,-0.7272977
-0.54150677,1.0845338,-0.07718673
-1.0196986,-0.1568138,0.20075844
-1.897181,-0.21026993,0.3144607
-2.5075066,-0.8926771,1.1001908
-0.27184442,1.0640506,-0.048223153
-0.5907844,0.5864689,0.10472223
-0.5704642,0.32088867,-0.15031753
-0.54841185,0.4333409,-0.11269988
-0.5215217,0.6054612,0.04240263
-0.45656452,0.40049952,0.09362489
-0.55602556,0.4209714,0.069104426
-0.6301969,0.17771554,-0.21871309
-1.686034,-0.32625166,0.423442
-0.95436937,0.9962551,0.4807359
-0.58005023,-0.08269501,0.073982485
-0.48892626,0.004000403,-0.026858747
-0.5346345,0.016828828,-0.03717287
-0.93578464,0.03054934,-0.036409453
-1.7090714,-0.24776992,0.34036893
-1.7660975,-0.14885587,0.3791576
-0.7581784,0.9333312,0.5060623
-0.5844107,0.7929182,0.27718508
-0.78484184,1.8007505,0.7455847
-0.8021533,1.7637365,0.74818337
-0.8295689,1.7272867,0.76029307
-0.5776821,1.55703,0.50934166
-1.5508802,0.08099785,0.56901884
-1.127939,0.3199996,0.159545
-0.51361144,0.63505,0.14173764
-0.443515,0.58610654,0.11550066
-0.45766163,0.68521345,0.17274334
-0.41546658,0.7375747,0.2001813
-0.37549496,0.717939,0.20685203
-0.2683667,0.98260945,0.25968093
-0.19457379,1.0174677,0.17200696
-0.18950407,1.3161558,0.23951747
-0.20259835,1.2731779,0.31225693
-0.1638902,1.1738234,0.15143514
-0.25620753,1.1190858,0.17907554
-0.22842412,1.0975457,0.13547745
-0.4706186,0.18268651,0.028570201
-0.7110074,1.243206,0.31221002
-1.3050292,0.66211456,0.574706
-0.9691556,0.24432361,0.115993544
-1.2751849,-0.2155064,0.27170724
-0.3969133,-0.02182386,-0.0060958937
-0.4171381,0.09463001,0.020253818
-0.38562116,0.81036276,0.06506235
-1.570106,0.17489901,0.7067675
-1.8209794,-0.19651467,0.2936549
-1.3067033,0.060052477,0.6008957
0.3249849,0.10118843,0.3708564
-2.4530575,-0.37669462,0.5554561
3.5208511,0.91541344,-0.1278816
-1.7830493,0.014854871,0.60991234
-0.76497155,0.05844315,0.111496136
-0.7914924,0.017377697,-0.017772667
-1.0918105,0.65639025,0.5921414
-1.0592473,0.51954186,0.5587887
-0.90966684,0.45750606,0.5688368
-0.997037,0.4513688,0.31497627
-0.94206244,0.20018974,0.24642049
-1.385885,0.21493179,0.2593619
-1.8554094,-0.012867369,0.15907751
-1.0877006,0.5050922,0.15383685
-0.60718876,0.76054007,0.032273185
-0.0038009137,-0.09118149,0.033706207
-0.9349415,0.80817,0.1603963
-1.1010225,0.50230014,0.0058753714
-1.7252693,0.45615566,1.1281633
-1.2800441,-0.56118476,1.230179
-1.176604,-0.11942101,0.2967341
-0.6115636,-0.565813,0.7051854
-0.0776189,-0.4624647,0.64987564
-1.4695585,-0.43691352,0.582766
0.35680908,-0.70139587,0.8512786
-1.3345151,-0.44017076,1.5165452
-2.0869286,-1.3035175,2.146462
-2.0330775,-0.03947378,0.18413754
-1.800834,0.14029926,0.91868144
-2.9608028,0.45051175,2.136191
-1.4962633,1.0860741,0.52221745
-0.5378406,0.46722978,0.10900453
-1.8892541,0.8750212,0.5226501
-0.51499057,1.7432847,0.78553706
-2.2136064,0.68781686,0.84411716
