latent_1,latent_2
0.082487635,-0.02242909
0.3111426,0.37208322
0.4694614,0.62339056
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.25769475,0.28724283
0.31992084,0.34265766
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.3100125,0.3702894
0.07188061,-0.048692584
0.49761605,0.46802923
0.3919092,0.50028807
0.5566814,0.5935512
0.05719245,-0.03102441
0.05719245,-0.03102441
0.13469376,-0.12424961
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.13621667,-0.1260815
0.048561554,0.29439783
0.0477053,0.759415
0.049711507,0.25103962
0.04635112,0.3777408
0.60983276,0.6736514
0.05719245,-0.03102441
1.3017895,1.2583503
0.21322393,0.44692242
0.1882546,0.17701703
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.05719245,-0.03102441
0.19813558,0.3210437
0.038008317,0.6923009
0.2448176,0.6868783
0.31595948,0.37972933
0.26459333,0.19165668
