train_loss,val_loss,num_loss,cat_loss,kl_loss,beta_values,epoch
13.112694317063854,10.229798915862348,6.282569347928982,6.830124962252709,0.0,0.0,1
10.573385037817324,9.619353224004023,4.554982808823273,5.988436992674427,0.029965236362637673,0.0033081359558488534,2
10.047033694434402,9.188174844239779,4.015111527622406,5.962338733976341,0.06958343534119259,0.006825139514101001,3
9.808504767753735,9.045844565138111,3.7470498070935045,5.954049099766751,0.10740587676547042,0.010564198063641301,4
9.713282672267933,9.056718452256789,3.6326677756695234,5.947311601982257,0.13330330116496159,0.014539331612791976,5
9.618227067331476,8.950847187348487,3.5221628682409003,5.940744006923831,0.15532023176069315,0.01876544535886476,6
9.61184863679865,8.924945867773472,3.500775727545449,5.938128527356612,0.17294436050811451,0.02325838557682581,7
9.5634436189592,8.931078040081522,3.4366561273350684,5.935458751647755,0.19132873515886192,0.028034999036634044,8
9.547877354784585,8.935182392823014,3.403489914475518,5.934754028416663,0.20963344869047373,0.03311319617204474,9
9.538571293830463,8.994004608985643,3.380574124802961,5.932256425859651,0.22574072527422503,0.03851201823773658,10
9.499974376328423,8.987171220581562,3.326161814309117,5.930254511825341,0.2435580383437392,0.04425170870657534,11
9.526585670042605,9.020870692545426,3.331431284310614,5.930105250772608,0.2650491109148235,0.05035378917472591,12
9.52168427157154,9.10847890744802,3.305283381469388,5.929406219779043,0.28699465937616914,0.05684114005922719,13
9.523863531391871,9.119288340428666,3.28690597678361,5.928445223356711,0.30851226460209713,0.06373808639061425,14
9.542763884506327,9.068230923689296,3.2813789543687117,5.927843188888942,0.3335417209462911,0.07107048902227642,15
9.56646510626325,9.156491343776779,3.282161609328003,5.92762491762876,0.356678592984786,0.07886584159855116,16
9.57141359731529,9.27068916718581,3.261987158510345,5.927363219916158,0.3820632153186661,0.08715337364514548,17
